Title,Content,Tags,Topics
"The French Air Force and foreign office will be in India for one week starting February 14, along with the biggest defence contingent to ever come to India _","The French Air Force and foreign office will be in India for one week starting February 14, along with the biggest defence contingent to ever come to India _ an aerobatics team, called the Patrouille de France. The Patrouille performed yesterday for a select audience of the Indian Air Force. 
 
 The Indo-French Initiative Forum will hold a two-day session ending February 15. On February 16 and 17 the India International Centre will host a high-level, closed-door seminar on Strategies to Create a Multipolar World. And the week will be capped by French foreign minister, Hubert Vederine's visit to New Delhi.
 
 None of the events is without political significance. France is looking to wider and deeper defence cooperation with India, particularly to sell the Indian Air Force, the Alpha Jet Advanced Jet Trainer (AJT). By happy coincidence, the Patrouille de France is performing all its aerobatics on the Alpha Jet.
 
 The Indian Air Force says it has nothing to do with the event or its timing _ the rivals of the Alpha Jet, the Hawk, flown by the British aerobatic pilots, the Red Arrows, put up a similar air show (using the Hawk, obviously), in New Delhi last year. Both the Alpha Jet and Hawk used are trainer aircrafts. 
 
 The French are lobbying hard to find buyers for their aircraft _ their order books are blank, they have been so for the last 10 years.
 
 The German Air Force which used the Alpha Jet has discontinued it. If India buys the aircraft, France will have the chance of reviving its production facility as India will require above 60 aircraft.






","France, the Indian Air Force, Strategies, the Red Arrows, Hawk, Create a Multipolar World, The Indian Air Force, The German Air Force, The French Air Force, The Indo-French Initiative Forum, Hubert Vederine's, New Delhi, the India International Centre, Patrouille de France, Jet Trainer, Patrouille, India, the Patrouille de France","rs, per, said, cent, company, would, market, also, india, consumer"
The director general of the International Labour Organisation (ILO) Juan Somavia will visit India to discuss social and labour challenges emerging from globalisation from February 17 to 21.,"The director general of the International Labour Organisation (ILO) Juan Somavia will visit India to discuss social and labour challenges emerging from globalisation from February 17 to 21. He will call on Prime Minister Atal Bihari Vajpayee, visit seminars and institutions in Delhi, Jaipur and Bombay and meet representatives of industry and trade unions.
 
 He will also be present at the signing of  a memorandum of understanding extending India's participation in ILO's International Programme on the Elimination of Child Labour (IPEC). Given that talks in the World Trade Organisation in Seattle collapsed on this issue, the ILO's  closer cooperation with India on this matter will be significant.
 
 Somavia, a lawyer by training and a charismatic speaker, will deliver a public lecture on Decent Work in a Global Economy.
 
 The concept of decent work for women and men was pioneered by Somavia  soon after he took over the International Labour Organisation. The concept revolves around work carried out in conditions of freedom, equity, security and human dignity.






","Somavia, Atal Bihari Vajpayee, Jaipur, Bombay, ILO, Seattle, IPEC, the World Trade Organisation, Delhi, International Programme on the Elimination of Child Labour, Juan Somavia, India, the International Labour Organisation","said, rs, bank, per, would, india, banks, government, cent, also"
"During the calendar year 1999, the Indian software industry has achieved a growth of 52 per cent at $5 billion over $3.9 billion during 1998 and is poised to grow at 60 per cent to reach $8 billion during the year 2000.
 
 ","During the calendar year 1999, the Indian software industry has achieved a growth of 52 per cent at $5 billion over $3.9 billion during 1998 and is poised to grow at 60 per cent to reach $8 billion during the year 2000.
 
 Out of the $5 billion earnings, the contribution of export earnings was $3.5 billion while the domestic earnings was $1.5 billion. 
 
 According to Dewang Mehta, president, Nasscom, which made the predictions based on its recently conducted study, ""the 60 per cent projected growth during the year 2000 proves the point that the Indian software industry is not dependent merely on Y2K revenues.""
 
 According to the Nasscom survey, there was a slow down of Y2K orders in the last two quarters in the year 1999. However, the slowdown was more than offset by new opportunities created in growth areas such as e-commerce and IT enabled services, which accounted to almost 16 per cent of the export revenues generated in the second half of 1999.
 
 ""As Indian software companies successfully completed Y2K related projects for more than 104 of the Fortune 500 companies, most of these companies are now getting repeat orders for software projects to India as they have developed confidence and faith in the Indian software industry,"" Mehta said.
 
 E-commerce, application service providers, IT enabled service, legacy to web transformation, communications software and system on chip are projected to be the prominent emerging sectors for software exports in the years to come.
 
 The domestic software market has also grown from $1 billion in 1998 to $1.5 billion in 1999 and is expected to grow to $2.2 billion in 2000. ""The key segments contributing to the growth in the domestic market will be in the areas of banking, Internet banking, e-governance, healthcare, defense and small office home office,"" he  said.






","Nasscom, India, Dewang Mehta, Mehta","rs, per, said, cent, company, would, market, also, india, consumer"
"The National Association of Software and Services Companies (Nasscom) has called upon the Union government in its pre-budget recommendation to increase the upper limit in investments by the foreign institutional investors (FIIs) in infotech companies from the current level of 30 per cent to at least 40 per cent.
 
 ","The National Association of Software and Services Companies (Nasscom) has called upon the Union government in its pre-budget recommendation to increase the upper limit in investments by the foreign institutional investors (FIIs) in infotech companies from the current level of 30 per cent to at least 40 per cent.
 
 According to Dewang Mehta, president, Nasscom, currently, FIIs are allowed to invest up to 24 per cent of total paid-up shares of a company in India. However, the companies are authorized to increase this limit to 30 per cent for their own respective companies after taking approval from respective boards, he said.
 
 Nasscom has also demanded to continue with the incentives, simplified procedures and implement further economic reforms for overseas acquisitions. It has also requested the finance minister to implement the recommendation of the national IT task force and to retain the zero import duty regime on computer software.
 
 Nasscom has also called upon the government to implement the recommendations by the Sebi committee on venture capital, headed by K B Chandrashekhar. 
 
 In another demand it has asked the government to revise the guidelines for taxability on employees stock option scheme (Esop) so that the beneficiary of the scheme are only taxed at the time of sale of stock option and not at the time of exercise. ""The Esop should also make it mandatory that employee can only exercise it after at least one year of date of offer. This will further justify the applicability of long term capital gains,"" pointed out the industry association.
 
 ""This has already been accepted by the national IT task force and ministry of information technology and the current Esop tax guidelines are causing lot of hardship to employee,"" said Mehta. ""Nasscom has worked closely with Sebi in formulation of Esop guidelines so that not only wealth could be distributed amongst the employees, but also to curtail brain drain. However, current taxation guidelines of Esop are not at all favourable,"" he added.
 
 Nasscom has also demanded increase in limit of Indian employee taking Esop in overseas companies from the current limit of $ 10, 000 to at least $ 100, 000 for the period of five years.
 
 Nasscom has also demanded continuation of benefits under section 80HHE of Income Tax Act, which allows income tax exemption to profits from software exports.
 
 ""Any withdrawal of benefits could adversely affect the growth of software exports, "" Mehta said.






","Mehta, Dewang Mehta, K B Chandrashekhar, Esop, Nasscom, India, Sebi, The National Association of Software and Services Companies (Nasscom","per, cent, said, also, market, company, india, bank, rs, would"
"Nasscom will set up a National Cyber Cops Committee, which will monitor and prevent the hacking of websites.","Nasscom will set up a National Cyber Cops Committee, which will monitor and prevent the hacking of websites. The eleven-member body which will have representation from the infotech industry, government, police forces and experts on hacking will be functional from March 1, 2000.
 
 According to Dewang Mehta, president Nasscom, the committee will create awareness among the user community about security issues and create the necessary expertise on hacking.
 
 In addition to this, the committee will also create the minimum guidelines for security parameters to be maintained while setting up and hoisting a web site.
 
 ""We have been contemplating this, but the recent hacking on the Yahoo and e-trade web sites have hastened the decision,"" Mehta said.






","Dewang Mehta, National Cyber Cops Committee, Yahoo, Nasscom, Mehta","rs, per, said, cent, company, would, market, also, india, consumer, said, rs, bank, per, would, india, banks, government, cent, also"
"The Tamil Nadu Electricity Board (TNEB) has told the 1,050 mw Videocon power project to attain financial closure by April 30 .","The Tamil Nadu Electricity Board (TNEB) has told the 1,050 mw Videocon power project to attain financial closure by April 30 . The project is coming up at Ponneri in Chengalput district near Chennai. 
 
 Confirming this, a TNEB official said, ""The power purchase agreement (PPA) had lapsed on February 1. The promoters had requested for an extension, but we have given them time till April 30. We hope the project comes through."" 
 
 However, chairman of Videocon International, the group flagship, V N Dhoot said, ""We have already attained financial closure. We will communicate our decision much before the deadline."" But the TNEB official retorted, ""we are unaware of the project attaining financial closure"". 
 
 TNEB was considering scrapping of  the PPA if the earlier deadline of February 1 was not met. But now, TNEB officials indicate that an extension beyond April 30 may be allowed in the interest of the project. 
 
 The project was originally slated to attain financial closure by April 30, 1999, but was stuck due to various problems. Later, the February 1, 2000 deadline could not be met due to certain disputes over the fuel supply agreement. Besides, lenders were keen on entering into certain agreements, superseding the PPA.
 
 The power project is being implemented as a joint venture between the Videocon group, ABB and National Power of the UK. Videocon is the largest shareholder with 38 per cent stake, while ABB and National Power are committed to bringing in 26 per cent and 36 per cent respectively.
 
 However, ABB is now reconsidering its decision to invest in the project and may eventually pull out although the Zurich-based parent is supposed to take a final decision in this regard.
 
 The ABB stand is that there are certain critical issues related to the returns the project offers to the investing companies that need to be resolved. Even if the company decides against taking an equity stake in the project, it will continue to be the engineering, procurement and construction contractor for the project.






","TNEB, National Power of the, Zurich, Chennai, PPA, UK, the February 1,, Videocon, Chengalput, The Tamil Nadu Electricity Board, Videocon International, ABB, Ponneri, V N Dhoot, National Power","rs, per, said, cent, company, would, market, also, india, consumer"
VIP luggage can now be bought online.,"VIP luggage can now be bought online. At the company's website vip-bags.com or those of its e-tail partners rediff.com, one can view a range of luggage products. One can pick up gift certificates for VIP luggage onlinewhich will be delivered to the address one wants to send the gift.






",,"rs, per, said, cent, company, would, market, also, india, consumer, said, rs, bank, per, would, india, banks, government, cent, also, per, cent, said, also, market, company, india, bank, rs, would"
"Sebi's announcement that it was considering imposing margins on institutional trades has evoked mixed reactions from the broking community.
 
 ","Sebi's announcement that it was considering imposing margins on institutional trades has evoked mixed reactions from the broking community.
 
 ""This is keeping in line with international standards,"" said Ramesh S Damani, Bombay Stock Exchange broker.
 
 However, there were others who felt that that there was no need to bring institutions under the purview of margins as there was little chances of any payment default.
 
 ""If margins are imposed on institutional trades, it would affect volumes as institutions would then try to scale down their level of operations,"" said an institutional broker.
 
 For instance, for a transaction worth Rs 5 crore, the institution would have to pay a margin of at least 25 per cent, considering a modest margin of 5 per cent.
 
 In case of retail customers, where margins involved are relatively lower, brokers invariably do the funding.
 
 ""While this is not exactly legal, the broker knows that if he refuses, the customer will in turn go to some other broker who is willing to fund the margin cost,"" said a veteran BSE broker.






","Ramesh S Damani, Sebi, Bombay Stock Exchange, BSE","rs, per, said, cent, company, would, market, also, india, consumer, said, rs, bank, per, would, india, banks, government, cent, also"
City-based Priya Food Products is planning a public issue of Rs 10 crore in the latter half of this year.,"City-based Priya Food Products is planning a public issue of Rs 10 crore in the latter half of this year. The company proposes to double capacity at its manufacturing unit from the existing 40 tonne per day.
 
 Priya has also recently introduced mechanised packaging for its products. G P Agarwal, chairman, Priya Food Products, said, ""Value-for-money is what we want to give our customers"". The company has invested Rs 3 crore in this venture.
 
 Priya has an annual turnover of Rs 35 crore. ""By 2001-2002 our turnover will increase to Rs 80 crore,"" said Agarwal. The company will be launching eight new brands soon with the first _ Real Gold _ set to hit the market in the last week of March. Currently, Priya offers 16 varieties of biscuits in different categories like sweet, semi-sweet, salted and crackers. Butter Bite, Nice-T, Marie, Orange Cream, Milkose, Coconut Crunch are some of its brands. The company also plans to expand its distributor network. Priya has a presence in West Bengal, Bihar, north eastern states and Karnataka and plans to foray into Andhra Pradesh and Tamil Nadu as well.
 
 Priya already has several ad films for most of its existing varieties. The latest ad film centres around Butter Bite and features comedian, Paintal. Sumatra Ghosal of Equinox is the man behind the campaign. Priya has earmarked Rs 1.5 crore as its ad budget for the year.






","Milkose, Priya Food Products, Bihar, Andhra, Sumatra Ghosal, Karnataka, Agarwal, Orange Cream, Butter Bite, Marie, Tamil Nadu, West Bengal, G P Agarwal, Coconut Crunch, Paintal","rs, per, said, cent, company, would, market, also, india, consumer"
"According to Sean Maloney, senior vice-president and director _ sales and marketing group, Intel Corp, the Internet is throwing up a new breed of companies that will take businesses successfully to the Net.","According to Sean Maloney, senior vice-president and director _ sales and marketing group, Intel Corp, the Internet is throwing up a new breed of companies that will take businesses successfully to the Net. These are, in Intel lingo, e-business solutions providers (eBSPs). Excerpts from a interview with BS.
 
 What are the objectives behind the eBSP programme?
 
 The main purpose is to get the best solutions available on Intel architecture. If you buy an Intel-based machine, its main benefit, versus a proprietary system, is that it is open. The danger of a proprietary machine is that you are locked in for the next 15 years. So, we want to get as many different solutions on the Intel architecture as possible. That is I guess the main reason.
 
 Also, it is absolutely true that we are trying to spread ourselves across the Internet. And you will see us invest in India in a lot of Internet companies, I am sure.
 
 Why launch this now? 
 
 Y2K is out of the way. And a lot of companies are thinking about e-business deployment, and Internet security. These are the two big issues for companies.  The paranoia has moved from Y2K to security. it took about 5 weeks. That is going to be the theme for the next five years.
 
 Aren't PCs going to fade away, ever?
 
 The PC market is much maligned. There are people always saying that the PC is dead. Three years ago, they were saying that the thin client would take people away. The current `PC is dead' hyperbole will fade away in the next few months.
 
 You have to look at what you need in an Internet device. You need a processor, some local storage and a monitor. That is a PC. Some people say you don't need local storage - you can have a stupid terminal connected to a mainframe. That is not possible, communications infrastructure is not reliable enough yet. Anything that wants to replace the PC as an Internet access device still needs these three basic components.
 
 The revolutionary nature of the medium is its interactivity. You have to retain that, nothing does that as well as the PC. Things like the Cellphone are good only for little bits of information. It doesn't convey the richness of the medium.






","Intel, Cellphone, Intel Corp, Sean Maloney, India, BS","per, cent, said, also, market, company, india, bank, rs, would"
